location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_knee_pain,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_panic_attack,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45043,2020-10-06,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,5,-1,1928,44,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,7,-2,35,-19,3,2.41,4.82,9.2,5.48,10.85,2.96,9.53,7.89,1.53,5.37,1.75,5.48,4.16,,3.4,2.3,2.3,1.86,2.3,7.23,3.73,3.94,2.85,3.4,5.48,2.85,8.33,4.05,1.97,2.85,2.74,4.82,4.49,2.96,3.83,4.49,2.52,3.62,2.63,2.74,9.09,,21.47,6.9,4.16,8.22,,2.85,5.92,4.82,2.08,2.08,6.03,42.84,2.41,,,2.52,,1.75,4.49,7.34,1.75,2.74,,1.75,5.26,4.71,5.15,2.85,1.64,3.94,2.52,18.895062,14.666667,23.265432,0.0,16.076389,84.039221
US_SC_45043,2020-10-07,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,23,0,1951,44,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,6,-3,,-20,4,2.73,3.87,9.44,5.8,10.01,1.71,8.42,5.92,1.71,4.32,2.05,5.46,5.35,,3.87,2.96,2.05,2.62,2.27,7.28,4.21,3.87,4.44,2.96,3.87,2.16,10.01,4.66,1.71,3.19,3.3,4.66,3.41,2.84,4.44,6.26,,4.32,3.07,2.84,7.73,2.73,22.86,5.69,3.87,7.85,2.27,2.73,4.09,3.19,2.62,1.71,5.35,37.88,1.71,1.59,,,2.96,1.59,3.87,6.94,,2.39,,3.19,8.19,5.8,4.32,1.82,1.71,2.84,2.16,21.58642,16.401235,28.351852,0.056444,18.777778,84.131638
US_SC_45043,2020-10-08,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,13,0,1964,44,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,9,-2,,-17,3,2.1,4.1,7.86,3.43,11.52,4.1,9.19,5.32,2.44,3.88,1.66,5.76,4.1,1.55,3.88,,2.1,2.66,2.44,9.19,2.33,4.98,3.1,2.33,3.1,2.66,10.3,3.65,3.21,2.66,,5.65,3.1,2.33,4.21,4.76,1.88,3.88,2.77,2.66,8.97,2.1,20.82,5.76,2.99,6.42,1.88,2.77,4.98,3.43,2.44,2.1,4.54,38.65,2.44,,1.66,,1.55,,5.54,6.09,,,,1.77,7.2,4.32,4.87,3.43,2.33,3.65,2.66,22.228395,16.098765,29.487654,0.0,18.111111,78.091722
US_SC_45043,2020-10-09,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,10,0,1974,44,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,9,-2,79,-14,3,1.68,3.24,8.04,5.81,9.94,2.79,7.93,6.26,3.02,2.35,,5.59,5.03,1.56,3.24,3.13,2.9,3.24,2.23,8.49,4.36,4.25,2.57,3.24,4.36,2.12,11.51,3.13,2.01,2.9,2.23,4.58,4.02,2.12,4.02,3.8,,3.58,2.79,3.24,6.7,2.68,22.23,6.14,2.79,7.93,2.46,2.79,4.47,4.58,1.9,2.12,5.59,39.44,,1.79,,1.9,1.79,1.56,4.47,7.93,1.79,2.57,2.35,4.13,5.47,7.04,5.03,2.68,2.57,,2.01,21.061728,16.302469,27.808642,0.0,18.798611,87.183301
US_SC_45043,2020-10-10,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,17,0,1991,44,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,8,0,115,-5,2,2.57,3.73,8.23,3.73,10.81,,6.82,6.17,3.86,,,5.53,3.73,2.06,2.7,,,2.96,,9.65,4.37,4.89,3.86,,3.99,,10.16,4.37,3.35,,2.96,2.19,3.86,2.06,4.37,5.53,1.93,4.63,,3.73,6.56,,20.97,4.89,3.86,10.68,,3.09,3.35,2.32,2.83,3.22,4.63,36.8,,3.09,,,2.7,2.06,4.12,8.11,2.7,3.86,,3.73,6.05,6.69,5.4,2.7,2.57,3.6,2.96,24.141975,20.364198,27.154321,0.0,21.090278,83.384725
US_SC_45043,2020-10-11,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,13,0,2004,44,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,12,3,51,-12,3,,4.21,8.67,4.21,11.02,,6.56,6.44,,3.1,,7.06,3.71,2.35,9.78,2.85,2.85,3.84,2.23,7.43,5.08,3.59,4.58,2.97,3.34,3.34,11.27,3.47,1.86,2.72,2.97,4.08,3.1,2.35,4.33,4.95,2.6,5.08,2.23,3.96,6.93,,16.59,5.94,2.85,8.17,3.34,3.59,3.22,6.07,2.6,,5.08,38.99,1.98,2.35,,,2.72,,5.82,5.94,,2.72,,4.21,6.07,6.07,5.82,3.84,,4.46,1.98,24.796296,22.240741,28.759259,11.176,23.118056,90.732388
US_SC_45043,2020-10-12,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,14,0,2018,44,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,4,-9,,-18,4,1.74,5.12,8.39,5.01,12.1,3.6,7.74,5.45,2.94,4.14,,7.96,2.4,2.62,5.67,2.83,1.85,2.73,1.64,6.87,3.92,4.14,1.74,3.05,4.91,3.6,12.76,5.45,2.29,2.51,1.96,6.0,4.8,2.51,4.36,4.36,,5.12,2.4,3.71,9.48,2.51,23.55,6.32,3.16,10.03,1.96,4.36,5.45,4.47,2.62,,5.78,45.25,1.96,2.83,2.62,3.16,2.83,,5.45,7.74,,3.16,,2.4,5.89,7.74,5.12,3.49,,3.38,2.4,24.37037,22.549383,27.617284,15.028333,22.6875,90.685064
US_SC_45043,2020-10-13,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,25,1,2043,45,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,9,-5,,-17,3,2.37,3.95,6.43,4.51,10.71,3.04,7.67,6.32,2.03,3.27,,6.99,3.95,2.71,3.04,1.8,2.37,3.61,1.8,7.67,3.95,4.62,1.92,2.71,5.19,2.26,10.83,4.4,,2.82,2.26,5.53,4.29,2.26,6.09,5.64,2.48,4.06,3.16,3.61,10.49,2.03,24.81,5.3,2.82,9.81,2.03,2.82,4.96,5.3,1.92,2.03,6.2,43.31,2.59,3.04,1.69,1.69,2.71,2.37,5.98,6.54,2.26,2.03,2.14,3.5,6.32,6.88,4.4,2.82,2.14,2.59,,23.271605,19.944444,28.04321,0.112889,21.048611,87.681272
US_SC_45043,2020-10-14,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,24,2,2067,47,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,8,-1,71,-19,5,2.96,5.01,8.42,6.38,13.77,1.59,9.79,8.08,1.82,3.19,,5.35,2.96,2.5,4.78,,2.16,2.39,,9.11,3.07,5.81,3.42,1.71,3.53,1.59,10.02,4.67,2.39,2.5,2.16,5.46,3.19,2.5,4.89,3.64,3.19,4.67,3.42,1.94,8.77,1.82,25.84,5.81,4.21,7.63,,2.28,6.38,4.78,1.82,2.85,4.78,42.46,1.82,2.16,,1.82,3.07,2.05,5.01,7.86,1.71,2.05,1.71,2.5,6.49,5.24,5.12,2.73,2.73,2.5,2.85,21.061728,16.91358,25.648148,0.0,18.243056,84.206474
US_SC_45043,2020-10-15,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,31,0,2098,47,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,5,-5,,-17,4,2.76,4.64,7.73,4.31,11.6,2.65,8.73,7.95,2.1,3.31,1.77,5.96,3.87,1.99,3.98,1.99,1.88,3.42,2.1,7.73,2.87,3.98,2.1,2.43,4.2,2.54,9.39,4.97,2.1,3.09,4.75,4.75,4.53,2.54,5.19,3.65,1.66,4.64,2.54,4.2,8.39,,26.07,7.18,3.54,10.27,1.77,3.75,3.87,4.75,3.42,1.77,6.08,38.33,,1.55,,,2.21,1.88,5.08,6.63,2.1,2.65,2.1,2.76,7.29,6.85,5.96,2.54,2.32,3.2,2.1,20.259259,16.148148,25.790123,0.0,18.479167,89.776309
US_SC_45043,2020-10-16,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,29,0,2127,47,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,8,-2,36,-15,3,1.6,3.55,7.9,5.27,10.76,2.52,8.59,5.15,1.6,3.66,,5.04,3.09,,2.17,2.06,2.63,,1.72,7.78,4.12,4.46,2.98,2.17,2.98,,10.3,2.98,1.83,3.32,2.86,2.86,2.75,1.72,3.89,3.09,,4.35,2.17,2.63,8.93,,21.86,5.61,3.89,6.3,3.09,3.32,4.69,2.63,2.29,1.95,5.04,38.69,1.95,1.72,1.95,1.6,3.55,,4.69,5.27,1.83,,,2.29,4.69,5.15,4.46,,2.63,2.98,1.72,22.660494,18.080247,27.728395,2.576286,20.354167,86.998575
US_SC_45043,2020-10-17,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,33,0,2160,47,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,13,4,121,-7,2,2.08,4.95,7.29,4.56,9.64,2.6,6.38,6.64,,,3.13,7.29,5.73,2.48,3.0,1.95,,2.6,,7.42,4.43,3.91,3.0,2.48,5.08,1.82,10.03,3.78,2.21,2.34,3.78,4.69,2.34,,4.43,4.43,2.73,2.87,2.21,3.52,6.9,3.13,19.93,4.69,2.87,8.07,,3.13,3.13,3.52,2.08,,4.43,36.73,2.08,2.21,,,2.34,2.08,2.73,5.99,,,,3.0,5.86,5.47,5.08,3.0,,2.34,2.08,16.740741,12.080247,22.333333,0.056444,10.625,67.547608
US_SC_45043,2020-10-18,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,4,0,2164,47,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,12,-3,87,-18,3,2.69,5.51,7.56,5.25,13.2,2.18,5.0,6.02,,3.08,,6.02,3.46,2.82,4.49,2.44,2.56,3.33,,8.84,3.46,5.64,3.2,4.74,4.87,2.18,7.82,3.08,2.44,1.92,3.08,3.84,2.05,2.05,4.87,5.13,,3.72,2.31,2.95,4.36,,18.45,6.92,3.84,4.87,2.95,2.56,2.31,4.36,2.82,,4.49,42.8,,2.44,2.95,1.79,3.33,2.44,3.97,8.71,,,,,5.25,5.13,3.97,2.31,2.82,3.59,2.18,16.08642,11.271605,23.753086,0.0,10.5,69.658579
US_SC_45043,2020-10-19,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,14,0,2178,47,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,5,-6,,-15,3,3.18,5.22,7.72,4.77,14.08,1.93,8.17,5.34,,3.52,2.04,6.02,5.56,1.7,1.93,,2.38,4.09,,7.83,4.2,5.34,2.84,2.27,5.0,2.16,13.05,3.29,,3.29,3.18,4.54,4.88,2.27,3.97,3.97,2.73,4.2,2.27,3.41,10.56,2.16,30.2,6.36,2.84,7.83,2.73,2.95,5.22,,2.84,3.18,3.18,37.69,1.59,2.84,2.04,2.27,2.84,,4.54,7.38,2.95,1.7,1.93,2.27,5.79,6.24,5.0,2.73,1.93,3.41,1.93,19.364198,13.271605,25.91358,0.0,14.930556,75.417364
US_SC_45043,2020-10-20,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,32,0,2210,47,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,2,-9,47,-18,5,1.79,5.58,7.37,5.36,10.61,2.79,9.83,7.48,1.68,2.57,2.57,5.81,5.14,2.01,3.69,,2.79,4.13,1.79,9.72,4.13,3.8,3.46,3.13,5.92,2.35,10.84,2.9,,3.24,2.9,4.58,3.57,3.8,6.37,4.47,,4.25,2.35,2.9,8.04,2.01,27.59,7.6,3.91,7.04,2.01,3.69,5.25,4.92,3.13,,3.57,44.23,3.13,2.79,,,2.68,1.9,3.69,6.48,,2.9,2.01,4.02,6.03,6.03,5.58,1.9,,3.35,2.01,20.314815,16.024691,26.037037,0.0,18.847222,91.314273
US_SC_45043,2020-10-21,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,28,2,2238,49,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,2,0,38,-18,5,,3.44,7.45,5.85,13.65,2.98,8.71,7.34,1.95,2.98,2.18,7.22,2.29,,4.47,1.83,1.83,3.21,1.83,10.44,2.75,5.73,3.33,2.98,5.96,2.87,10.44,4.13,,3.21,2.64,6.65,4.59,1.83,4.59,4.93,2.06,4.01,3.1,4.82,12.04,1.6,23.05,5.05,4.24,8.6,2.06,3.21,4.36,4.01,3.44,,5.39,42.66,2.41,3.56,,1.83,2.98,2.06,5.05,7.8,1.72,1.6,,3.67,6.31,3.9,5.28,3.9,2.87,4.36,2.41,22.450617,18.975309,26.802469,0.1905,20.8125,90.487602
US_SC_45043,2020-10-22,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,19,1,2257,50,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,5,-5,,-16,3,1.59,7.27,7.38,4.66,11.02,1.93,7.27,7.38,3.18,2.84,3.98,5.79,3.41,1.7,3.75,2.5,,2.61,2.95,6.47,3.52,4.66,2.73,2.16,3.63,2.5,10.45,5.11,1.59,2.95,2.04,5.45,3.63,2.95,4.54,4.43,2.04,4.66,2.16,3.41,8.06,2.27,25.44,5.79,2.73,5.11,1.82,4.09,4.09,4.66,2.73,1.59,5.11,44.41,1.59,1.82,2.16,,2.27,2.38,4.09,7.38,1.82,1.93,,1.93,6.7,5.34,6.36,2.16,1.7,3.98,,22.561728,19.604938,27.358025,0.036286,20.333333,87.405236
US_SC_45043,2020-10-23,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,15,3,2272,53,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,4,-5,54,-14,3,1.88,4.46,7.39,5.28,12.32,3.05,7.16,5.87,,3.75,,4.93,,2.11,3.05,2.23,2.23,2.23,,7.16,3.29,5.51,3.29,3.05,3.87,2.23,9.86,3.64,1.76,3.4,2.7,6.34,3.52,2.0,6.57,3.99,1.88,3.75,2.93,3.17,9.15,2.0,21.82,5.75,3.52,8.21,,3.17,4.81,5.28,2.23,2.93,4.58,34.61,1.76,2.11,3.4,,3.75,1.64,4.81,8.45,,2.35,,2.82,7.39,4.22,5.98,2.11,2.35,2.82,2.46,22.561728,19.197531,27.123457,0.282222,19.798611,84.615061
US_SC_45043,2020-10-24,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,15,0,2287,53,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,3,-2,105,-8,2,2.02,3.63,8.2,5.24,10.62,2.42,5.65,8.07,,3.76,,6.45,2.96,1.88,2.69,2.82,,3.23,2.29,9.01,3.9,4.84,3.76,2.42,4.57,3.36,5.92,4.3,2.15,2.69,3.09,5.65,3.63,2.02,5.78,5.38,,4.84,2.69,4.03,9.28,,24.33,6.99,4.17,10.76,2.42,3.23,3.36,4.44,2.15,,4.97,39.93,,4.57,,,2.96,2.55,4.44,6.18,,2.69,,2.69,8.07,4.71,4.44,,2.69,3.5,,21.185185,17.024691,27.265432,0.0,18.805556,86.662234
US_SC_45043,2020-10-25,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,13,0,2300,53,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,3,-1,29,-15,3,2.65,4.29,7.19,4.04,9.08,2.77,6.18,7.95,2.14,3.03,2.4,7.06,3.66,3.15,3.15,,2.77,4.16,2.9,6.05,6.18,4.41,5.04,1.76,4.29,,9.33,4.16,2.52,2.02,3.03,4.92,3.28,,3.28,4.16,2.14,3.03,2.52,2.52,9.33,1.89,21.31,7.06,4.16,8.45,,3.53,5.3,3.28,,,3.4,39.09,2.4,2.9,,,2.9,1.89,3.78,6.43,,2.65,,2.27,7.31,4.41,4.16,3.03,,3.03,,21.506173,18.666667,25.709877,4.3815,20.006944,91.529371
US_SC_45043,2020-10-26,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,5,0,2305,53,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,4,-6,,-16,4,1.58,4.84,8.0,3.49,10.14,2.48,9.8,6.65,3.15,2.14,1.8,7.77,3.04,1.58,4.62,1.92,2.14,2.59,1.69,9.69,4.39,4.51,2.37,2.82,5.86,3.04,9.8,4.39,3.15,2.37,1.92,4.06,4.17,2.48,7.32,4.17,,4.51,3.6,3.04,10.03,1.8,21.41,5.07,3.27,8.22,3.38,2.7,3.72,4.73,3.6,1.69,4.06,45.4,2.14,2.59,1.58,2.82,1.92,2.48,4.51,5.18,2.7,1.92,,3.83,6.08,5.29,5.63,3.72,3.27,3.04,1.8,18.438272,14.567901,22.876543,1.27,16.833333,90.982279
US_SC_45043,2020-10-27,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,26,0,2331,53,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,4,-7,57,-19,4,1.61,5.51,9.53,5.85,9.98,2.98,8.26,6.89,4.25,4.02,2.07,7.34,3.9,2.29,4.02,,,2.87,2.18,7.46,2.52,4.13,4.25,2.07,3.79,3.9,9.87,4.71,,2.52,2.98,4.82,3.56,1.72,3.33,4.36,2.18,4.13,2.75,2.75,11.25,2.41,26.28,5.74,3.33,7.69,,3.56,5.05,4.25,3.44,2.18,5.39,42.35,1.84,2.18,2.41,1.72,2.07,2.29,4.02,6.77,2.98,3.44,2.41,3.56,6.89,4.36,4.93,1.84,3.21,4.25,,18.524691,13.574074,25.438272,0.0,16.340278,87.405664
US_SC_45043,2020-10-28,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,15,0,2346,53,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,2,0,51,-19,5,1.99,4.21,10.06,4.91,10.99,3.27,7.84,5.5,,4.21,2.22,7.49,3.98,1.87,3.98,,2.81,3.16,2.69,9.82,4.33,4.21,2.69,2.57,4.68,2.92,8.42,5.38,2.1,1.99,3.63,5.85,3.39,1.64,4.44,3.86,2.34,5.03,,2.57,9.12,2.57,21.29,4.68,3.74,8.65,1.75,4.09,4.56,4.56,3.04,3.04,4.91,37.54,,3.04,2.1,1.64,1.64,3.39,3.98,5.61,1.75,1.99,,2.57,7.02,4.33,6.08,,2.46,,2.34,20.54321,15.685185,26.469136,0.0,18.0,85.687903
US_SC_45043,2020-10-29,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,12,2,2358,55,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,-4,-6,18,-19,4,2.23,4.68,9.14,5.79,11.93,1.9,11.81,7.36,3.01,4.24,2.01,6.13,4.68,2.56,3.9,2.12,,1.67,3.23,9.14,3.12,6.02,2.67,2.79,5.57,3.01,10.81,3.46,2.12,,3.34,3.79,4.01,,4.12,4.9,,4.12,2.9,2.9,9.03,1.56,21.06,7.02,2.67,7.47,2.01,4.12,3.68,3.9,2.79,1.9,4.68,44.13,3.12,,,1.56,1.56,1.9,5.91,6.8,2.01,,2.01,3.46,6.46,4.9,6.13,3.12,1.9,4.12,2.9,23.882716,19.382716,26.851852,0.0,21.875,88.916439
US_SC_45043,2020-10-30,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,15,0,2373,55,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,4,-2,32,-15,2,1.69,4.11,9.18,3.26,7.97,3.86,10.26,5.31,1.69,3.26,2.29,5.55,2.9,,4.47,,1.81,2.17,2.42,9.3,3.26,4.95,3.26,1.93,4.71,1.69,7.85,6.04,2.05,2.9,2.9,5.19,4.47,,3.26,4.35,1.69,4.23,2.17,2.42,8.21,,23.3,5.07,3.38,6.76,,3.62,4.35,3.62,3.86,,4.35,37.91,2.05,2.17,,,4.95,1.69,4.71,4.95,2.05,1.81,1.69,3.02,5.67,4.71,4.11,2.17,3.74,2.54,2.05,20.253086,13.333333,25.351852,0.254,13.333333,64.631204
US_SC_45043,2020-10-31,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,15,1,2388,56,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,-1,0,62,-9,1,,3.7,9.25,4.41,11.25,,8.97,4.13,,,,4.55,3.13,1.99,3.27,,,2.71,3.56,7.26,4.27,4.27,3.42,,5.55,1.99,6.83,3.27,4.41,,3.42,3.27,3.13,2.99,4.13,4.13,,2.99,,2.28,7.97,,18.65,4.41,2.28,6.83,,1.99,2.85,4.55,,1.99,2.13,35.02,,,2.42,,2.85,,2.42,6.12,,2.56,,2.71,5.12,4.41,4.7,1.99,2.71,,2.28,14.777778,10.425926,20.790123,0.0,8.888889,68.06475
US_SC_45043,2020-11-01,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,15,0,2403,56,,,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,-4,-9,3,-15,3,2.18,5.51,9.49,5.0,10.38,2.31,16.54,5.26,2.69,2.44,,6.41,2.05,2.05,3.08,2.56,,2.82,2.56,7.82,3.59,4.87,3.85,3.46,12.31,3.33,5.38,3.97,2.31,3.08,3.59,3.97,3.33,3.08,3.72,3.33,,4.36,,2.44,6.54,2.18,21.15,6.54,4.1,5.77,,2.05,5.13,3.85,3.59,1.79,4.49,37.31,,2.44,,1.92,4.1,1.92,4.1,4.74,2.69,2.31,,4.23,6.03,3.08,5.13,3.59,2.95,3.21,,18.154321,13.481481,23.901235,1.016,15.3125,84.983118
