location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26149,2020-08-20,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,3,0,644,10,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-22,5,,4.25,6.5,3.12,12.38,2.75,5.5,4.38,,2.0,4.25,3.75,2.0,1.88,1.88,2.38,6.25,3.38,2.88,4.12,2.12,5.12,2.12,7.12,5.12,,3.0,3.88,2.25,,3.25,2.62,3.38,2.88,6.38,18.87,4.25,,7.38,,2.88,2.5,,3.25,5.12,29.5,4.12,3.5,6.5,2.12,1.88,4.25,4.38,5.12,,2.0,2.38,,20.648148,11.154321,28.993827,0.0,,12.265432,58.868321
US_MI_26149,2020-08-21,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,0,0,644,10,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-23,4,2.68,4.47,5.5,3.32,11.12,2.3,7.8,3.83,,2.56,3.96,4.09,,,,2.43,5.37,2.17,,3.45,2.17,4.6,,7.92,2.04,,1.79,3.32,2.81,,,2.56,2.43,2.56,7.29,15.97,4.6,2.3,8.56,3.19,3.58,3.96,2.81,,4.34,32.97,,3.19,8.05,,2.94,4.34,4.98,3.58,1.92,,2.04,2.04,22.506173,13.617284,30.462963,0.084667,,14.567901,61.061949
US_MI_26149,2020-08-22,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,13,1,657,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,-2,,4.21,8.97,2.72,11.96,,4.75,4.35,,2.04,2.31,2.99,2.31,,1.9,3.8,4.89,2.45,2.85,3.67,,2.85,2.45,9.1,2.04,1.9,2.04,4.62,3.26,1.9,,2.58,2.85,2.85,3.4,14.95,4.21,3.26,9.65,,2.85,3.53,1.9,,2.72,29.62,2.17,3.53,9.1,,,5.84,2.45,2.45,,2.17,,2.04,23.469136,15.17284,30.950617,0.0,,15.666667,61.812573
US_MI_26149,2020-08-23,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,4,0,661,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,,3.54,4.98,2.62,10.1,,7.21,3.93,,,5.77,2.75,2.1,2.1,,2.49,6.29,2.49,2.62,2.62,,3.67,2.62,7.47,2.62,,2.88,4.46,2.62,,2.36,1.97,3.54,2.49,4.2,15.74,3.67,,8.79,3.8,2.88,3.02,,,1.84,28.33,,3.41,8.0,,,4.98,5.11,2.36,,,,,23.839506,15.87037,30.876543,0.0,,16.567901,63.907983
US_MI_26149,2020-08-24,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,6,0,667,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-18,4,2.13,4.38,5.68,4.02,11.71,2.84,6.51,4.26,,2.48,5.56,3.08,,2.37,,,4.97,1.77,3.9,2.25,,4.26,1.89,5.92,2.6,1.66,,3.79,2.72,2.01,3.67,2.37,3.43,2.72,6.15,16.56,3.55,1.77,9.7,2.13,1.89,4.73,3.43,2.13,3.31,31.59,,2.6,8.4,2.25,1.66,4.26,2.6,3.19,1.89,,,1.89,25.703704,18.197531,33.351852,0.0635,,18.740741,65.532494
US_MI_26149,2020-08-25,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,3,0,670,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-20,4,2.06,4.23,4.58,2.4,11.33,2.52,5.95,5.26,,1.83,4.46,3.66,,2.06,1.83,2.17,5.72,1.95,2.86,2.63,1.72,4.69,,5.03,3.2,,,3.89,2.63,3.09,2.86,2.06,4.0,,5.95,16.7,3.77,,6.63,2.75,4.35,2.75,3.09,2.17,3.32,33.06,2.06,4.0,6.63,1.83,,5.38,3.77,2.98,2.29,3.2,2.17,1.95,24.666667,20.45679,31.12963,0.0508,,19.364198,72.477664
US_MI_26149,2020-08-26,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,-1,0,669,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-19,4,2.05,3.3,5.11,3.18,10.57,1.82,6.48,3.07,,2.61,3.64,2.39,1.59,2.61,,1.82,5.68,1.93,3.52,3.41,1.59,3.86,,6.14,2.27,1.82,,4.32,3.64,,2.27,2.16,1.71,1.93,5.23,13.52,3.86,3.41,8.86,2.39,4.09,2.61,1.93,1.71,3.3,29.66,1.93,3.64,7.27,1.59,1.82,4.89,4.21,3.86,1.82,1.82,1.71,1.82,25.938889,19.122222,33.205556,0.310444,,18.088889,62.249751
US_MI_26149,2020-08-27,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,2,0,671,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-20,5,1.96,2.54,4.15,3.35,11.53,2.88,4.84,3.58,2.31,3.23,3.35,3.23,,3.23,,1.96,6.34,3.23,2.65,2.65,1.84,2.42,2.65,6.69,3.0,1.84,1.61,3.11,2.77,,3.58,2.77,2.77,1.96,5.77,16.15,3.92,2.54,8.3,2.08,3.35,,2.31,,3.46,28.95,,3.11,8.42,,2.08,4.73,4.38,3.0,2.19,,2.19,1.61,27.205556,21.3,34.066667,0.0,,20.55,67.193838
US_MI_26149,2020-08-28,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,5,0,676,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-21,5,1.72,4.46,5.61,2.75,8.35,1.95,5.61,3.43,1.83,2.97,5.03,3.32,1.72,2.06,1.72,2.17,6.98,2.4,2.4,1.95,1.95,2.17,1.83,5.03,2.4,,2.29,2.06,2.75,1.72,2.29,3.09,3.89,1.72,5.26,18.07,4.46,,6.86,3.89,3.43,5.61,2.97,,3.89,29.97,,3.32,6.98,,1.83,4.23,4.12,2.29,2.63,1.6,,,25.872222,22.25,32.861111,3.048,,21.744444,78.118747
US_MI_26149,2020-08-29,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,3,0,679,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,-1,2.1,4.87,4.61,5.79,11.18,,4.74,3.29,,1.84,5.79,3.55,2.5,3.16,,,4.61,2.76,2.63,3.55,,2.1,,5.13,2.76,,2.37,2.76,2.63,2.1,3.68,3.03,3.68,,4.21,17.5,5.66,,8.55,3.03,2.63,3.16,,,3.95,33.81,,3.68,7.37,,2.1,5.79,,1.97,,1.84,,,22.316667,19.133333,28.038889,20.828,,17.183333,72.850258
US_MI_26149,2020-08-30,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,1,0,680,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,,3.44,4.97,2.68,9.94,,4.33,4.33,3.57,2.8,4.72,1.91,,2.42,,3.82,4.72,3.31,2.29,2.68,,2.8,1.78,5.61,2.42,,2.17,4.21,3.44,3.06,3.7,4.33,3.82,2.8,3.19,17.72,3.44,,9.05,3.06,2.42,3.7,2.04,,4.72,29.83,,4.08,8.16,1.78,,6.37,3.7,3.95,,,2.04,,18.233333,11.722222,24.522222,5.2578,,11.911111,66.806422
US_MI_26149,2020-08-31,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,3,0,683,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-17,3,,2.92,5.72,2.47,10.1,,5.27,3.81,1.68,2.02,6.06,2.24,,2.47,2.36,,6.51,2.81,1.79,1.79,2.02,3.81,,6.17,3.7,1.57,2.02,3.37,3.14,,3.14,2.58,4.04,1.68,5.5,17.61,4.38,2.47,8.3,2.24,2.58,3.7,3.03,1.68,3.14,30.63,,3.37,5.61,2.02,,3.93,3.81,2.24,2.36,1.79,,2.13,19.972222,12.494444,27.322222,0.0,,12.961111,64.191378
US_MI_26149,2020-09-01,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,2,0,685,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-19,4,2.18,4.91,5.68,3.28,7.86,,5.24,4.37,,3.17,3.17,1.64,1.86,3.39,1.53,,5.68,2.29,2.4,,2.95,4.7,1.53,7.21,3.71,1.53,,5.46,2.29,1.75,2.51,,3.39,2.73,4.59,15.18,5.35,2.62,7.86,2.08,3.71,3.17,3.28,,3.6,25.12,,,6.33,1.97,3.71,3.71,3.6,2.95,2.08,3.71,2.73,2.29,22.161111,16.005556,27.872222,2.9845,,18.411111,79.35465
US_MI_26149,2020-09-02,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,-1,0,684,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-17,4,2.6,1.95,4.12,4.12,7.7,2.6,5.42,5.09,,3.04,4.12,3.04,,2.17,1.95,2.93,4.12,3.47,1.95,1.84,5.2,4.01,,5.96,2.17,1.52,2.38,3.79,2.71,1.74,2.6,3.04,3.25,2.38,5.31,15.5,3.58,3.14,7.16,2.82,3.36,3.04,2.6,1.63,5.31,29.6,,4.01,5.75,2.06,2.82,4.88,3.58,2.17,2.49,1.95,2.93,1.63,22.555556,19.466667,27.088889,4.910667,,18.038889,75.751636
US_MI_26149,2020-09-03,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,-1,0,683,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-20,2,1.98,3.4,5.38,2.85,11.85,2.08,5.93,2.85,,2.19,3.51,4.06,,3.51,,1.98,5.82,2.85,2.96,2.42,6.8,4.06,1.54,7.24,4.06,1.76,1.76,2.85,2.31,1.65,2.74,2.19,2.42,,5.93,14.38,6.58,2.63,6.7,3.51,2.85,1.65,2.31,1.54,3.51,27.11,2.08,2.74,7.35,2.08,2.31,4.72,4.28,2.85,2.42,,2.52,2.19,22.116667,16.138889,29.833333,0.282222,,15.038889,64.38728
US_MI_26149,2020-09-04,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,8,0,691,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-27,3,,4.53,4.53,2.27,10.07,1.89,6.04,4.66,,2.64,3.02,2.77,,2.01,,2.27,7.55,2.01,3.02,3.9,,3.9,,6.17,4.16,2.27,,3.02,2.39,,4.66,3.15,3.78,2.01,4.28,14.35,4.16,,8.44,1.76,3.27,4.66,,2.77,2.01,30.97,,3.27,7.43,,,4.16,3.02,4.28,2.27,1.89,2.14,,18.038889,10.783333,26.138889,0.0,,9.438889,57.336773
US_MI_26149,2020-09-05,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,5,0,696,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,,3.58,5.04,3.19,11.02,,4.38,4.25,,1.99,3.05,2.92,,3.19,,2.26,6.5,2.12,2.79,1.86,,2.26,,5.31,2.79,,2.26,3.72,3.19,,2.39,4.78,4.25,,4.78,14.07,4.25,2.26,10.22,1.99,2.26,3.05,2.12,,3.19,29.2,3.05,2.52,7.3,,,5.97,2.52,3.72,4.11,1.99,1.99,,19.027778,11.594444,28.038889,0.0,,10.394444,57.502361
US_MI_26149,2020-09-06,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,0,0,696,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,2.37,2.99,4.24,3.86,10.96,1.74,7.47,4.11,,,4.36,3.74,1.74,2.74,1.99,,6.6,4.61,4.36,,,3.86,,6.1,3.36,1.87,1.74,2.62,,1.99,2.74,3.86,2.99,1.74,4.36,14.57,4.48,,8.59,2.62,3.61,2.49,,1.99,3.49,26.53,,4.36,7.35,1.74,1.74,5.61,1.99,2.12,3.11,,2.62,,16.716667,9.611111,26.066667,0.0,,11.644444,72.044131
US_MI_26149,2020-09-07,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,2,0,698,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-73,16,1.84,3.56,7.97,4.05,13.37,,6.13,4.42,,2.7,4.91,4.66,2.7,1.84,,,4.91,2.45,1.72,2.82,3.07,3.44,1.84,4.78,3.68,1.72,2.21,3.44,2.7,2.7,2.7,2.82,2.7,1.96,3.92,14.97,3.44,,9.45,2.08,2.58,2.94,,2.33,3.44,30.67,1.72,3.07,8.46,1.96,2.58,5.4,2.94,2.58,2.08,2.08,,,23.494444,21.05,26.061111,0.508,,15.922222,62.580614
US_MI_26149,2020-09-08,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,5,0,703,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-22,4,,2.98,4.04,2.45,9.26,2.23,7.13,4.47,1.81,3.08,4.15,3.62,,2.66,,,6.06,2.87,3.08,1.7,,4.47,,6.59,2.55,1.92,2.34,5.32,3.08,,2.45,3.3,2.66,1.92,4.79,15.21,2.98,2.02,5.74,2.77,2.98,3.3,2.77,,4.25,28.51,2.02,3.62,3.08,1.81,1.81,5.11,3.51,2.55,1.92,,2.02,,17.55,14.266667,24.177778,25.738667,,14.666667,83.282806
US_MI_26149,2020-09-09,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,-1,0,702,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-20,2,,3.68,5.3,2.81,10.5,2.06,6.06,4.01,,2.92,3.9,2.06,,3.57,,,7.15,2.49,2.71,1.73,4.01,4.33,1.95,6.71,3.25,1.73,2.17,4.87,2.38,,2.27,2.92,3.03,,5.41,15.81,4.01,3.46,6.17,1.84,4.55,3.14,2.81,1.62,4.11,28.58,,2.6,5.63,3.46,1.84,3.36,3.46,2.92,2.49,2.06,2.71,1.73,16.438889,13.25,22.177778,8.672286,,14.633333,89.169929
US_MI_26149,2020-09-10,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,1,0,703,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,-20,1,,1.81,4.37,3.63,11.41,2.03,6.4,4.37,1.92,2.45,4.48,3.09,2.13,1.49,,2.99,6.61,2.35,2.03,3.31,,3.84,,6.72,3.41,2.35,2.13,2.99,3.84,1.71,3.52,2.99,3.41,2.24,5.76,18.88,4.16,2.35,7.46,3.52,2.88,2.88,2.24,,3.63,28.9,,2.56,6.29,,,4.05,2.24,2.99,1.71,1.71,2.67,,16.255556,13.794444,20.011111,2.54,,14.811111,91.219556
US_MI_26149,2020-09-11,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,0,0,703,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,0,-2,-19,0,1.76,2.52,4.61,2.63,9.55,1.54,6.58,3.18,,1.98,3.18,3.51,,2.85,1.76,1.98,5.38,1.76,2.96,2.42,2.19,2.19,,6.58,2.63,1.98,1.87,3.84,3.4,,1.76,2.42,2.96,,5.6,16.13,3.51,2.19,6.15,2.85,2.85,2.74,1.65,,4.06,30.73,,3.07,6.8,1.87,1.76,6.47,3.18,2.52,,,2.19,,16.355556,13.422222,21.272222,0.0508,,12.361111,77.301127
US_MI_26149,2020-09-12,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,5,0,708,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,5,8,8,-3,,2.7,5.39,3.08,8.09,1.8,4.62,4.62,,2.18,3.98,2.18,2.31,2.05,,2.95,6.29,6.03,3.47,2.82,2.7,3.72,,4.49,4.24,,3.47,2.7,2.7,1.8,3.98,2.05,2.44,,3.85,18.23,3.98,3.08,5.01,3.34,2.18,3.08,1.8,1.93,3.59,27.86,2.44,3.08,5.52,,,5.91,2.31,2.95,,2.18,,,18.033333,13.855556,24.183333,0.0,,14.677778,80.797244
US_MI_26149,2020-09-13,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,0,0,708,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,13,12,2,,,3.43,6.11,1.78,10.18,,6.11,3.69,,2.67,4.83,4.07,,2.29,2.92,,6.61,3.82,2.8,3.82,1.91,3.82,,5.09,2.8,,,3.69,2.04,,2.92,2.04,,2.04,3.31,16.15,2.42,,8.14,3.05,,2.04,2.16,,3.94,29.89,2.16,3.69,6.23,1.91,,4.33,2.29,2.8,,4.71,2.92,2.67,19.972222,15.161111,23.388889,3.991429,,16.205556,78.997624
US_MI_26149,2020-09-14,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,3,0,711,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,9,8,-14,1,,2.47,5.59,2.69,10.53,1.5,6.55,2.79,,3.44,4.41,2.26,,2.15,,2.26,5.8,3.44,1.83,,3.12,6.88,,6.55,3.01,1.72,2.79,4.94,3.54,,2.58,1.61,2.47,2.36,5.16,18.59,3.12,1.93,5.37,2.04,2.9,4.08,1.93,2.04,2.26,29.97,,3.65,5.91,,1.83,3.87,2.79,3.22,3.54,,1.83,1.93,15.716667,10.405556,21.588889,0.0254,,11.922222,78.28028
US_MI_26149,2020-09-15,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,0,0,711,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,11,11,-15,1,1.75,4.17,4.39,3.73,8.22,2.19,6.47,3.07,,2.85,6.36,3.51,2.85,3.62,1.53,,5.59,2.74,3.18,2.41,1.65,3.62,,7.89,3.4,2.41,2.74,4.71,2.63,,2.96,2.08,3.18,1.53,4.39,17.55,4.39,2.41,7.02,2.3,2.96,3.18,2.63,,3.29,32.02,2.41,3.73,7.89,,1.75,4.71,4.17,3.4,1.97,2.52,2.74,1.75,15.716667,9.505556,22.533333,0.0,,10.844444,72.935204
US_MI_26149,2020-09-16,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,2,0,713,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,9,9,-15,2,1.85,3.7,3.81,2.61,8.16,1.63,7.73,3.92,1.52,2.29,4.03,3.16,,2.83,1.63,2.4,5.33,3.38,1.96,2.72,1.63,4.25,,9.04,4.14,,1.96,4.25,3.92,,2.72,2.83,4.57,,6.31,17.64,5.22,1.74,5.66,2.18,3.81,4.79,2.29,1.74,5.33,32.0,,3.48,7.18,1.74,1.85,4.9,4.46,2.94,1.74,1.52,2.72,,17.522222,10.227778,25.616667,0.0,,11.144444,66.268122
US_MI_26149,2020-09-17,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,4,0,717,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,2,2,-17,2,,3.16,4.36,3.38,9.16,1.74,6.87,5.45,,4.47,4.36,2.51,2.18,3.27,,2.29,4.36,1.96,3.27,3.27,,4.14,1.53,6.43,2.29,3.6,2.29,4.36,2.4,2.07,2.18,3.27,1.53,2.29,4.8,13.19,5.01,1.85,5.78,3.38,4.03,3.6,1.85,,3.92,29.65,,2.83,5.34,1.64,1.74,2.94,3.16,2.62,2.18,,3.16,,18.227778,13.422222,22.405556,0.0,,11.155556,63.500885
US_MI_26149,2020-09-18,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,7,0,724,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,0,-1,-18,2,1.55,3.44,4.44,3.11,9.21,,6.99,3.11,1.66,2.0,4.1,2.11,,2.44,,,6.77,2.55,2.66,1.66,1.77,3.66,,4.1,3.33,1.55,,2.88,4.1,2.0,3.22,2.33,2.88,2.88,4.88,14.09,4.33,,5.99,,3.33,3.44,2.11,,3.44,29.62,,2.77,5.1,,1.55,4.1,2.77,2.22,1.55,2.33,,,11.955556,6.9,17.966667,0.0,,3.477778,56.376018
US_MI_26149,2020-09-19,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,2,0,726,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,6,13,6,-2,,3.21,4.69,3.75,11.25,1.88,4.55,2.54,,,2.54,2.01,,3.35,2.68,,6.03,1.88,3.08,2.81,2.41,3.88,1.88,6.43,2.54,2.68,,2.81,3.75,2.41,2.95,3.48,4.02,,3.75,15.94,4.02,2.41,7.63,,3.62,3.21,1.88,2.41,2.81,30.81,,3.75,7.5,2.01,,3.21,3.08,4.02,,,2.28,2.28,9.855556,1.2,18.05,0.0,,2.055556,58.524877
US_MI_26149,2020-09-20,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,0,0,726,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,12,15,4,,3.31,5.73,5.35,3.57,10.45,,4.71,4.33,2.17,2.42,4.46,4.21,,2.17,,,7.77,3.57,3.57,2.55,,3.19,1.91,3.95,3.06,,2.29,2.93,3.06,2.04,2.17,1.78,3.06,,3.44,14.53,2.8,,7.01,2.68,2.93,2.29,2.17,2.17,3.19,29.69,2.55,2.55,8.03,,,2.8,2.68,2.29,,2.55,1.78,,12.588889,3.127778,21.222222,0.0,,4.683333,58.882048
US_MI_26149,2020-09-21,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,6,0,732,11,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,8,10,-17,3,,3.26,5.28,2.58,9.78,,7.3,3.71,1.8,1.69,4.61,3.37,,3.93,1.91,,9.1,2.25,3.37,2.7,2.92,2.25,,7.19,3.15,,2.13,3.6,3.93,,2.36,2.25,2.58,2.7,5.39,17.64,3.26,3.15,7.53,,1.91,2.7,2.13,2.02,3.82,30.79,,3.37,5.51,1.57,2.81,3.6,4.05,2.13,,2.02,1.69,,14.577778,5.144444,23.155556,0.0,,4.866667,52.262842
