location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asperger_syndrome,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bacterial_vaginosis,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_canker_sore,search_trends_chest_pain,search_trends_chronic_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dandruff,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_dysmenorrhea,search_trends_edema,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_generalized_anxiety_disorder,search_trends_gout,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hemorrhoids,search_trends_hives,search_trends_hypercholesterolemia,search_trends_hyperglycemia,search_trends_hypertension,search_trends_hyperthyroidism,search_trends_hypotension,search_trends_hypothyroidism,search_trends_implantation_bleeding,search_trends_indigestion,search_trends_infection,search_trends_inflammation,search_trends_inflammatory_bowel_disease,search_trends_insomnia,search_trends_iron_deficiency,search_trends_itch,search_trends_kidney_failure,search_trends_kidney_stone,search_trends_knee_pain,search_trends_lesion,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_mood_disorder,search_trends_myocardial_infarction,search_trends_nasal_congestion,search_trends_nausea,search_trends_neck_pain,search_trends_obesity,search_trends_otitis,search_trends_pain,search_trends_panic_attack,search_trends_paresthesia,search_trends_perspiration,search_trends_pneumonia,search_trends_podalgia,search_trends_psychosis,search_trends_scar,search_trends_sciatica,search_trends_shortness_of_breath,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_apnea,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_swollen_lymph_nodes,search_trends_toothache,search_trends_tumor,search_trends_type_2_diabetes,search_trends_urinary_incontinence,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vertigo,search_trends_vomiting,search_trends_wart,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18091,2021-08-19,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,30,0,13030,229,127,52051,0,3,1,4,0,4,7,3,4,2,39,148,470,755,390,2234,2147,1977,1991,1540,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,14,16,6201,6662,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,17,17,,93,-26,1,1.91,3.7,5.2,3.53,20.35,1.97,5.43,5.14,1.21,2.25,4.22,1.56,5.32,1.04,4.16,1.73,3.24,1.79,1.91,2.77,0.98,1.33,,8.32,2.25,4.86,3.06,,2.2,3.06,1.85,7.98,4.39,1.62,1.04,1.16,1.62,2.25,4.45,3.53,1.39,3.81,1.79,1.16,3.7,1.91,2.95,2.25,2.37,1.27,1.16,0.81,1.33,8.03,1.1,1.68,1.39,1.21,0.87,21.39,5.49,1.21,2.2,1.33,8.03,1.85,1.79,1.5,1.33,3.64,2.83,2.89,,2.95,1.85,1.62,1.21,5.67,0.87,36.47,1.27,1.85,1.56,,0.98,0.98,1.21,1.45,,1.56,4.8,8.67,1.45,1.33,2.14,2.77,2.2,6.01,0.98,1.16,1.04,3.35,1.62,4.86,2.54,1.1,2.08,1.39,3.12,1.39,24.322222,19.855556,29.15,0.0,,21.166667,82.602448
US_IN_18091,2021-08-20,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,31,0,13061,229,74,52125,0,1,4,1,0,6,2,6,4,4,39,149,474,756,390,2240,2149,1983,1995,1544,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,19,12,6220,6674,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,8,4,105,83,-26,1,1.1,4.0,4.98,3.59,18.82,1.27,5.73,3.36,1.56,1.16,4.0,1.45,4.29,1.39,3.13,1.56,2.32,1.27,1.56,3.19,0.93,1.45,1.22,7.3,3.19,4.98,2.95,,1.39,3.13,2.49,6.78,3.82,1.56,,,2.32,1.91,4.11,3.71,1.85,2.55,0.81,,3.07,1.85,2.49,2.72,2.14,0.81,0.81,1.56,1.1,6.66,,1.51,1.74,1.27,,20.5,5.68,0.87,2.95,,9.79,0.98,1.62,1.22,1.04,2.78,3.48,2.72,,2.14,1.33,1.8,1.33,3.77,1.1,32.73,1.1,2.08,1.51,1.16,0.98,2.14,1.68,,,1.62,3.71,7.99,2.08,,2.43,1.45,2.38,6.08,0.87,1.16,1.16,3.13,0.93,4.17,2.26,1.27,2.26,1.04,2.14,1.1,24.477778,19.627778,29.716667,0.028222,,20.729167,79.683241
US_IN_18091,2021-08-21,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,17,0,13078,229,84,52209,0,0,0,1,0,1,5,4,1,5,39,149,474,757,390,2241,2154,1987,1996,1549,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,9,6228,6683,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,28,21,,136,-14,-2,1.8,4.7,5.86,3.67,13.45,1.16,5.34,5.21,1.22,1.16,2.45,,4.63,1.29,3.15,2.77,2.51,1.54,2.19,2.12,1.03,1.29,,8.88,3.54,4.83,3.54,1.61,1.61,2.64,1.48,5.79,3.35,1.03,1.74,1.16,2.25,1.93,3.28,3.09,1.74,3.22,0.97,1.16,4.63,1.42,3.28,2.45,2.45,1.09,,1.42,,5.92,1.09,1.54,2.06,,1.22,21.95,5.6,,1.93,1.67,9.78,1.03,1.16,1.48,,2.96,3.02,3.41,1.03,2.06,2.19,1.35,1.54,4.44,1.48,32.38,,1.8,2.0,,1.22,,2.0,1.54,1.22,2.77,3.41,8.05,1.61,,1.42,2.0,2.64,6.18,,0.97,0.9,2.9,1.35,4.7,2.06,,2.0,1.87,1.8,1.29,25.572222,20.811111,30.338889,0.0,,21.034722,76.726708
US_IN_18091,2021-08-22,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,16,0,13094,229,102,52311,0,0,0,3,2,3,3,1,3,1,39,149,474,760,392,2244,2157,1988,1999,1550,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,8,6236,6691,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,28,26,,125,-16,-1,2.17,4.16,6.84,3.9,15.03,1.47,6.14,4.8,1.41,1.28,3.33,0.9,5.05,1.34,4.29,1.79,1.73,1.41,1.6,2.94,,1.85,0.9,9.72,3.71,4.93,3.65,,1.09,4.35,2.88,5.69,4.22,1.22,1.47,,1.92,1.28,4.93,4.03,2.11,3.52,0.9,1.98,4.16,1.79,3.58,1.22,3.07,2.05,1.15,,,5.05,0.9,,1.15,1.22,1.47,18.68,5.95,1.28,2.69,0.96,11.71,1.47,1.02,1.73,,3.13,2.62,3.07,,2.37,2.05,1.92,1.34,3.46,,35.25,1.47,2.56,2.3,0.9,1.22,,2.17,0.96,,1.73,4.61,9.21,1.53,1.73,1.22,1.98,1.85,6.14,1.15,1.09,0.9,3.65,1.02,4.35,3.07,1.02,2.5,1.98,2.75,1.92,24.344444,21.355556,27.766667,0.0,,21.444444,83.981076
US_IN_18091,2021-08-23,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,56,0,13150,229,94,52405,1,2,11,6,1,3,6,8,8,7,40,151,485,766,393,2247,2163,1996,2007,1557,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,29,27,6265,6718,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,17,19,,79,-25,2,1.06,4.31,5.2,3.13,25.15,2.36,4.96,5.31,,1.77,3.96,1.53,4.96,1.42,3.13,2.36,3.01,1.18,1.06,2.77,,1.89,,10.15,3.25,5.31,2.07,1.0,1.53,3.72,1.53,7.62,3.13,1.12,1.18,1.3,2.48,2.66,4.78,4.31,1.36,3.54,1.24,1.3,3.01,2.36,3.9,1.95,1.95,1.06,1.06,1.12,1.0,6.2,1.24,1.48,1.06,1.24,1.95,20.55,5.73,,2.77,1.65,8.97,1.12,1.18,2.07,,3.66,3.25,3.6,1.18,2.18,2.07,2.24,2.07,4.66,1.3,36.43,1.48,2.24,1.83,0.89,1.24,1.0,2.36,0.94,1.53,1.89,3.9,6.2,1.83,1.53,1.89,2.3,1.89,5.31,,1.24,1.12,4.01,1.48,3.78,2.24,0.89,2.36,1.48,2.72,1.24,22.894444,17.072222,29.872222,0.0,,18.715278,77.737942
US_IN_18091,2021-08-24,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,44,1,13194,230,45,52450,0,1,6,5,0,9,7,5,5,3,40,152,491,771,393,2256,2170,2001,2012,1560,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,15,28,6280,6746,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,7,11,57,58,-27,2,2.23,3.82,4.64,3.05,25.13,2.58,6.81,4.46,1.64,1.7,4.4,1.64,4.58,1.41,3.35,1.64,3.35,1.7,1.7,2.47,1.0,1.29,1.58,11.39,3.46,6.81,3.11,0.94,1.64,3.7,2.47,6.17,4.23,1.94,1.88,0.82,1.58,2.47,4.05,4.05,1.47,4.05,1.0,1.06,3.23,1.76,3.88,2.11,3.4,1.47,0.88,1.35,0.82,7.16,1.58,1.58,2.47,1.06,1.06,23.43,5.93,0.88,2.06,1.82,10.8,1.23,,1.53,0.88,3.05,3.82,4.17,0.88,2.23,2.0,1.76,1.76,4.58,1.29,33.64,1.53,1.76,2.64,1.06,0.82,1.58,1.12,1.17,0.88,1.47,3.29,7.75,,1.76,1.47,2.76,2.06,6.63,1.29,1.17,3.29,3.58,1.29,4.4,2.88,0.94,2.7,1.12,2.7,1.35,27.1,22.183333,33.561111,0.0,,22.263889,75.64709
US_IN_18091,2021-08-25,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,53,1,13247,231,75,52525,0,0,10,10,3,7,9,4,3,6,40,152,501,781,396,2263,2179,2005,2015,1566,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,28,25,6308,6771,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,13,12,,79,-25,2,2.07,4.59,5.0,3.1,22.34,2.41,7.29,5.11,1.26,1.26,3.85,2.35,5.28,1.67,3.33,2.35,2.53,2.07,1.95,2.24,,1.55,0.86,9.77,3.68,4.94,4.42,,1.95,3.68,2.35,7.58,6.15,1.67,2.18,1.26,2.12,2.35,3.68,3.73,1.72,4.42,1.26,,2.99,2.76,3.27,2.99,1.84,1.09,0.92,1.32,,6.03,1.03,1.44,1.95,1.15,1.61,22.0,5.23,1.49,2.35,1.55,9.02,1.38,1.72,1.78,0.8,2.87,3.39,3.16,0.92,2.07,2.87,1.9,1.49,4.59,0.86,35.73,1.32,1.61,3.04,1.15,1.21,0.86,1.55,,,1.95,3.45,7.98,1.26,1.49,1.67,3.22,2.47,6.15,1.38,,0.92,3.96,1.49,3.68,2.47,1.38,1.78,1.21,2.47,2.07,25.116667,20.972222,31.555556,11.176,,22.263889,83.067637
US_IN_18091,2021-08-26,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,35,0,13282,231,96,52621,0,0,8,6,0,2,6,7,4,1,40,152,509,787,396,2265,2185,2012,2019,1567,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,12,23,6320,6794,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,16,13,,71,-26,1,1.85,3.75,6.24,4.04,22.0,2.25,6.81,4.21,0.98,2.77,3.69,1.73,4.96,1.04,3.35,1.79,3.12,1.91,1.21,2.42,1.04,1.96,1.39,10.8,2.31,5.25,3.06,0.81,2.08,4.79,1.39,8.31,4.56,1.85,1.73,1.33,2.19,2.6,3.81,3.41,1.16,2.94,,1.27,4.33,2.02,3.81,2.48,2.31,1.04,1.33,,1.16,6.99,0.87,1.67,1.91,1.16,1.67,23.15,5.31,1.56,3.06,1.79,8.83,1.5,1.39,,0.87,2.54,4.39,4.21,1.04,1.62,2.48,1.96,0.87,4.27,0.81,33.6,1.39,2.25,2.66,1.16,,1.44,1.73,1.73,,2.25,4.27,7.45,1.33,0.87,2.19,2.54,2.31,4.91,0.98,,1.16,4.73,1.16,4.68,2.37,,2.08,1.56,2.19,1.21,24.9,21.361111,29.616667,1.439333,,21.493056,81.280473
US_IN_18091,2021-08-27,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,48,0,13330,231,87,52708,0,2,7,10,4,5,8,8,1,1,40,154,516,797,400,2270,2193,2020,2020,1568,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,24,24,6344,6818,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,6,-3,96,57,-25,1,1.79,4.27,4.61,3.81,19.49,2.54,5.19,4.15,1.1,1.5,3.46,1.04,4.73,0.86,2.94,2.13,2.19,1.38,1.15,2.13,,1.27,1.27,10.5,3.98,5.13,3.35,,1.96,3.11,1.79,7.27,4.56,1.56,1.1,0.98,1.33,3.11,4.04,3.69,,3.75,,1.15,3.0,1.44,3.4,1.9,2.83,1.44,,1.33,1.38,6.52,1.33,1.73,1.73,1.38,0.81,22.38,4.56,1.04,2.13,1.33,9.0,1.33,1.27,,,2.42,2.71,3.17,1.21,2.94,1.9,1.56,,3.58,0.98,33.28,1.21,2.37,1.61,0.92,0.81,2.02,1.33,0.98,0.86,2.77,3.11,7.32,0.86,1.38,1.9,2.13,1.96,5.42,,0.86,1.27,2.71,1.33,6.11,2.02,1.21,3.35,1.44,2.48,1.61,25.5,20.772222,31.205556,0.1778,,21.791667,80.102757
US_IN_18091,2021-08-28,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,20,0,13350,231,0,52708,0,0,1,8,0,1,1,4,1,2,40,154,517,805,400,2271,2194,2024,2021,1570,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,11,9,6355,6827,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,20,9,,79,-12,-1,1.63,3.91,5.28,3.97,18.11,1.89,6.32,3.0,1.11,0.91,3.0,1.89,5.02,1.5,3.58,,2.54,1.82,2.8,2.02,,1.24,,11.53,3.65,5.47,3.78,,2.02,4.63,1.56,6.65,4.24,1.56,1.04,1.11,1.37,2.35,4.43,3.97,2.21,3.84,,0.91,3.52,2.54,3.39,1.63,1.89,1.17,1.43,0.98,,5.02,,1.3,1.76,1.5,1.11,18.7,5.86,,2.61,1.04,11.27,1.24,1.63,1.76,,2.41,3.19,3.45,,2.15,2.8,2.28,1.11,3.58,1.76,32.19,1.3,1.96,3.65,1.76,1.5,,2.02,1.76,,3.0,4.3,8.73,1.69,,1.43,3.13,2.35,7.04,,1.43,,3.65,1.89,3.65,2.02,1.43,2.61,1.37,1.3,1.76,27.044444,22.2,31.877778,0.0,,22.888889,78.366505
US_IN_18091,2021-08-29,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,24,0,13374,231,154,52862,0,0,1,4,0,4,8,2,3,1,40,154,518,809,400,2275,2202,2026,2024,1571,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,17,7,6372,6834,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,21,13,,78,-15,-1,1.76,3.96,5.59,3.33,15.95,1.07,6.91,4.27,1.44,1.44,2.51,0.88,5.08,0.94,3.14,1.51,3.58,2.26,3.01,2.26,0.88,1.32,0.88,10.67,3.89,6.91,3.58,1.44,2.07,3.89,1.88,7.28,4.52,1.57,1.82,1.0,1.38,2.39,4.39,4.58,1.95,2.76,,1.0,2.45,2.07,4.14,2.2,2.57,,1.32,1.07,,5.34,1.44,1.19,1.38,1.07,1.0,21.91,6.34,,2.2,1.13,11.8,1.07,1.19,1.26,,2.01,3.01,2.89,0.88,1.82,2.13,2.32,1.57,3.39,1.51,32.9,,1.76,1.76,1.07,1.88,0.94,1.38,1.63,,2.2,5.34,9.86,1.95,1.13,1.82,2.57,2.83,6.34,,1.0,,2.51,1.44,4.08,1.76,1.19,3.2,1.76,2.57,1.95,26.677778,22.811111,31.133333,0.0,,22.423611,78.087855
US_IN_18091,2021-08-30,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,54,0,13428,231,88,52950,0,0,5,7,1,3,14,6,10,4,40,154,523,816,401,2278,2216,2032,2034,1575,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,20,34,6392,6868,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,15,5,,49,-23,1,1.74,4.58,4.69,3.82,21.79,2.43,7.24,4.98,0.98,0.98,3.71,1.68,5.27,1.45,3.42,1.68,3.01,2.26,2.2,2.38,0.87,1.51,0.81,11.94,3.59,7.3,2.96,,1.45,3.82,2.26,7.53,3.13,1.45,1.39,1.27,1.97,2.43,5.04,3.25,1.39,4.29,0.81,,3.3,2.2,4.87,2.09,2.96,1.22,1.68,1.74,1.16,6.03,,1.04,1.45,1.39,1.8,23.47,5.04,1.1,2.9,1.8,10.72,1.39,1.22,1.51,,2.67,2.67,4.4,0.93,2.49,1.27,1.8,1.45,4.46,1.62,35.69,2.32,1.8,2.38,1.51,1.62,1.56,1.74,1.22,,1.85,3.77,9.73,2.26,1.68,2.32,2.78,2.03,6.61,0.93,0.93,1.27,3.88,1.27,4.23,2.09,0.93,2.61,1.33,2.78,1.51,24.3,20.705556,27.755556,0.4064,,18.993056,73.483443
US_IN_18091,2021-08-31,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,53,0,13481,231,45,52995,1,0,3,8,1,6,12,5,3,6,41,154,526,824,402,2284,2228,2037,2037,1581,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,23,30,6415,6898,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,10,6,,40,-24,2,1.73,4.96,5.83,2.37,23.07,3.0,7.15,4.27,1.61,2.54,3.87,1.33,4.96,1.1,3.87,2.08,2.94,1.38,1.44,3.17,,2.08,0.86,12.58,2.54,6.46,3.17,0.81,1.33,2.65,3.06,8.94,4.44,1.73,1.33,0.81,2.88,3.0,4.67,5.08,1.73,2.94,1.15,,3.92,1.96,3.63,3.52,2.37,1.79,0.81,2.42,1.33,6.81,1.61,1.38,1.38,1.33,1.33,25.67,4.79,1.15,2.88,2.31,10.04,0.86,0.92,,1.38,2.77,3.75,3.98,1.04,2.19,2.48,1.9,1.1,4.38,1.33,34.04,1.56,2.13,2.02,1.38,0.86,1.79,1.9,,0.86,3.81,3.92,8.71,1.15,1.61,2.02,2.13,2.54,5.37,1.1,1.56,1.04,4.44,1.1,4.5,2.88,0.98,2.31,1.15,2.19,2.02,21.544444,15.744444,27.127778,0.0,,15.173611,69.038635
US_IN_18091,2021-09-01,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,57,0,13538,231,88,53083,1,0,8,12,0,11,8,5,5,3,42,154,534,836,402,2295,2236,2042,2042,1584,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,26,31,6441,6929,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,19,11,,47,-24,1,1.74,3.6,5.64,2.96,18.32,2.79,7.5,4.48,1.92,1.4,4.88,1.4,5.0,0.81,3.6,1.69,2.62,1.57,1.69,1.45,0.99,1.69,,11.34,3.37,5.29,2.33,0.93,1.63,6.05,1.74,6.86,4.36,1.34,1.45,,2.15,2.67,4.07,4.94,1.98,3.49,1.16,,2.79,1.98,4.01,2.09,3.14,1.57,1.34,1.45,1.05,6.63,0.81,1.57,1.4,0.81,1.4,23.84,5.81,0.93,2.73,2.33,8.2,1.28,1.4,1.57,,2.27,4.88,3.95,,2.04,2.5,1.98,1.63,4.19,0.93,35.23,1.63,2.09,1.63,1.57,,1.51,1.86,0.99,0.81,2.21,4.42,7.44,1.51,1.34,2.56,2.73,2.44,5.93,,1.22,0.99,4.59,1.8,4.54,2.67,1.45,2.44,1.34,2.09,1.05,21.155556,17.166667,24.561111,0.0,,14.784722,67.475428
US_IN_18091,2021-09-02,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,43,0,13581,231,113,53196,0,0,5,6,1,4,10,6,5,4,42,154,539,842,403,2299,2246,2048,2047,1588,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,21,22,6462,6951,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,17,12,,54,-25,0,1.8,3.13,5.4,2.5,17.88,1.51,6.91,5.11,,1.86,2.79,1.16,4.35,1.63,3.6,1.16,2.44,1.74,1.8,3.42,,1.51,1.51,12.48,3.72,5.63,2.79,0.93,1.39,4.12,2.32,8.13,4.35,1.45,,2.09,2.67,2.21,4.47,4.18,1.92,3.19,1.22,,2.79,2.09,3.89,2.55,1.74,1.86,,1.28,1.68,6.56,0.87,1.92,2.21,1.28,1.33,22.0,5.17,,3.08,1.74,9.87,1.22,1.57,1.22,0.87,2.03,3.77,3.77,1.1,2.5,2.21,2.32,1.39,4.12,0.93,34.6,1.63,1.97,1.22,1.22,,1.22,1.51,,,1.8,4.12,7.03,1.39,1.16,1.57,2.85,2.38,6.1,1.33,1.28,1.16,3.89,1.28,4.93,2.21,1.28,2.67,,2.15,1.22,19.567901,13.080247,24.308642,0.0,,12.515873,64.61815
US_IN_18091,2021-09-03,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,50,0,13631,231,75,53271,0,2,3,7,0,2,14,10,4,4,42,156,542,849,403,2301,2260,2058,2051,1592,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,23,26,6485,6977,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,13,6,73,82,-27,1,2.69,4.09,4.33,3.1,15.61,1.93,6.32,3.92,1.64,1.75,3.74,1.46,3.92,1.58,3.33,1.93,2.05,1.17,0.88,1.75,,1.52,0.94,9.82,3.92,4.68,2.63,1.11,1.58,2.46,1.46,5.73,4.15,1.75,1.11,0.88,1.7,1.99,3.62,4.21,1.93,3.04,1.11,,3.92,2.69,4.27,2.1,2.51,1.17,0.99,0.82,,5.61,1.05,1.46,1.52,,0.99,21.81,4.21,1.17,2.69,1.4,6.32,0.82,1.05,1.4,,2.57,3.45,4.33,,1.99,2.22,1.52,1.05,3.86,1.93,30.46,1.34,1.7,1.23,0.88,,1.29,2.05,0.82,1.05,2.1,3.98,5.96,0.82,1.05,0.99,2.16,2.28,5.2,,0.94,1.11,2.98,1.99,3.68,2.57,1.46,2.05,1.34,2.57,1.34,19.290123,14.080247,24.814815,0.036286,,12.873016,68.071142
